County,Force_2009,Employed_2009,Unemployed_2009,UnemployedPercent_2009,Force_2010,Employed_2010,Unemployed_2010,UnemployedPercent_2010,Force_2011,Employed_2011,Unemployed_2011,UnemployedPercent_2011,Force_2012,Employed_2012,Unemployed_2012,UnemployedPercent_2012,StayDays_2009,AvgStay_2009,Sev1_2009,Sev2_2009,Sev3_2009,Sev4_2009,Sev0_2009,AvgSev_2009,Charges_2009,AvgCharges_2009,DeltaPercent_2009,StayDays_2010,AvgStay_2010,Sev1_2010,Sev2_2010,Sev3_2010,Sev4_2010,Sev0_2010,AvgSev_2010,Charges_2010,AvgCharges_2010,DeltaPercent_2010,StayDays_2011,AvgStay_2011,Sev1_2011,Sev2_2011,Sev3_2011,Sev4_2011,Sev0_2011,AvgSev_2011,Charges_2011,AvgCharges_2011,DeltaPercent_2011,StayDays_2012,AvgStay_2012,Sev1_2012,Sev2_2012,Sev3_2012,Sev4_2012,Sev0_2012,AvgSev_2012,Charges_2012,AvgCharges_2012,DeltaPercent_2012
Schenectady,76552,70907,5645,7.4,75589,69660,5929,7.8,74445,68769,5676,7.6,75068,69133,5935,7.9,132980,5.648867932543222,8432,8069,5202,1837,1,2.0187757529416763,6.145000198200326E8,26103.394920353112,0.00,126291,5.494735468151758,7973,8387,5096,1528,0,2.0077880264531847,5.800699082400265E8,25237.98765402134,-0.05,132454,5.730714316618354,7455,8559,5347,1752,0,2.0603989097044955,5.454650080299951E8,23599.92246917298,0.05,131004,5.631673974722724,8126,8079,5346,1710,1,2.027426704496604,5.780873918200035E8,24851.147443040303,-0.01
Schoharie,15536,14138,1398,9,15655,14189,1466,9.4,15364,13904,1460,9.5,15450,13978,1472,9.5,3103,4.666165413533834,119,383,156,7,0,2.0766917293233083,4851903.260000007,7296.09512781956,0.00,2285,4.0371024734982335,94,304,157,11,0,2.15017667844523,4129055.1399999997,7295.150424028268,-0.26,1593,3.4934210526315788,66,224,157,9,0,2.2390350877192984,3287235.569999998,7208.8499342105215,-0.30,1723,3.3198458574181116,86,254,168,11,0,2.2003853564547207,4232842.249999999,8155.765414258187,0.08
Schuyler,10024,9176,848,8.5,9958,9137,821,8.2,10028,9232,796,7.9,9963,9122,841,8.4,4302,3.301611665387567,546,436,299,22,0,1.844205679201842,1.081253908E7,8298.188089025327,0.00,4342,3.3503086419753085,543,454,270,29,0,1.834104938271605,1.1271846189999977E7,8697.412183641958,0.01,4011,3.5558510638297873,361,446,283,38,0,1.99822695035461,1.0805455830000006E7,9579.304813829793,-0.08,2975,3.4274193548387095,187,391,262,28,0,2.1509216589861753,7392387.75999999,8516.575760368652,-0.26
St Lawrence,49618,44691,4927,9.9,49422,44192,5230,10.6,48702,43579,5123,10.5,47957,42941,5016,10.5,62850,4.405888538380652,5625,5524,2689,425,2,1.8534875569575886,1.2311495255999976E8,8630.56099263931,0.00,61079,4.491763494631564,4884,5356,2873,484,1,1.9231504633034269,1.211746050899999E8,8911.207904838939,-0.03,56953,4.450148460696984,4487,4919,2841,551,0,1.9574933583372403,1.2647132045999992E8,9882.115991561175,-0.07,56087,4.551777308878429,4066,5017,2741,498,0,1.973299788995293,1.2710775898999973E8,10315.513633338722,-0.02
Steuben,45885,41396,4489,9.8,45185,40664,4521,10,44435,40194,4241,9.5,44168,39827,4341,9.8,37078,3.899663441312579,3650,3650,1784,424,0,1.8929322675641564,8.981429992000069E7,9446.182153975671,0.00,37803,3.9060756354618724,3495,3938,1823,422,0,1.9144451332920025,9.497282566000128E7,9813.269855342145,0.02,36710,4.028753292361721,2959,3687,2008,458,0,1.9961589113257243,9.213218468000023E7,10111.082603160692,-0.03,34884,3.931477516059957,2890,3350,2114,519,0,2.029527780908374,9.038446889999962E7,10186.461050377507,-0.05
Suffolk,789409,731147,58262,7.4,785392,725262,60130,7.7,782414,723772,58642,7.5,789008,728777,60231,7.6,896850,5.275153810862635,68668,58477,33361,9504,4,1.9040843695225098,5.615804307860145E9,33031.4227525977,0.00,879389,5.192271130398843,62280,60396,36172,10511,6,1.969899329849733,6.105876560170541E9,36051.58421262091,-0.02,879716,5.176505201713506,60251,61053,37619,11018,3,1.9964576566398342,6.522421098180423E9,38379.82569658489,0.00,865690,5.153376789594309,59026,60747,37267,10937,8,2.00058933833378,6.898901238340026E9,41068.55515873456,-0.02
Sullivan,35276,32171,3105,8.8,35010,31752,3258,9.3,34295,31127,3168,9.2,34190,30903,3287,9.6,24738,4.138865651664715,2279,2357,1077,264,0,1.8872343985276894,8.649186673000076E7,14470.782454408694,0.00,25142,4.344565405218593,2062,2161,1132,432,0,1.988595127008813,1.050346645700002E8,18150.106198375703,0.02,25474,4.3293677770224335,2006,2172,1193,512,1,2.0355200543847722,1.0062627765000008E8,17101.678730455485,0.01,24472,4.401438848920863,1857,2122,1161,419,1,2.0251798561151078,9.810273558999962E7,17644.37690467619,-0.04
Tompkins,56474,53118,3356,5.9,56959,53559,3400,6,56768,53430,3338,5.9,57036,53620,3416,6,32755,4.541106335782615,2730,2759,1447,276,1,1.8983779287397755,6.6065878549999826E7,9159.27887841395,0.00,29433,4.402842183994016,2420,2515,1426,324,0,1.9482423335826478,6.347078592999988E7,9494.50799252055,-0.10,30047,4.315857512209135,2656,2511,1419,376,0,1.9303361103131285,6.942316302999923E7,9971.7269505888,0.02,29937,4.272441843870415,2625,2603,1416,363,0,1.931068931068931,7.256603569999982E7,10356.22030826314,-0.00
Ulster,89670,82661,7009,7.8,88979,81642,7337,8.2,87432,80162,7270,8.3,87050,79369,7681,8.8,84022,5.625468666309588,5268,6240,2775,653,0,1.9205275843599356,3.237426540800032E8,21675.324991965936,0.00,74931,5.379109834888729,4719,6122,2526,563,0,1.923402727925341,3.365388782600017E8,24159.28774300084,-0.11,75849,5.251609776362252,4875,6227,2699,642,0,1.9382399778439383,3.668070563500001E8,25396.874357820405,0.01,70044,5.132180539273153,4377,5928,2689,653,1,1.9718640093786635,3.37785479380001E8,24749.81531213372,-0.08
Warren,36320,33413,2907,8,35875,32823,3052,8.5,35601,32639,2962,8.3,35581,32508,3073,8.6,80834,4.7409970674486805,5340,6194,4469,1047,0,2.0717302052785924,2.2420283303999785E8,13149.726278005739,0.00,81103,4.734835658824216,4729,6411,4849,1140,0,2.140113258217059,2.5233606795999885E8,14731.511936481922,0.00,80238,4.706593148756452,4703,6179,4953,1213,0,2.1569685593618018,2.7053896478999937E8,15869.249459760638,-0.01,77324,4.96781239961452,4267,5620,4539,1139,0,2.1638291037584323,2.778778528300008E8,17852.73709155161,-0.04
Wayne,47548,43539,4009,8.4,47863,43624,4239,8.9,47212,43314,3898,8.3,47248,43195,4053,8.6,19396,4.82727725236436,1516,1529,782,191,0,1.9123942259830762,4.748870857999979E7,11818.991682429018,0.00,20364,4.811909262759924,1547,1702,813,170,0,1.9068998109640831,5.214425241999991E7,12321.420704158769,0.05,19800,4.5246800731261425,1568,1742,865,201,0,1.931215722120658,5.625671607000025E7,12855.739504113404,-0.03,18549,4.695949367088607,1269,1524,894,263,0,2.0382278481012657,5.676488036999988E7,14370.855789873387,-0.06
Westchester,486110,451168,34942,7.2,476222,441216,35006,7.4,473375,440258,33117,7,474201,439882,34319,7.2,852499,6.449774919614148,54886,49127,22268,5885,9,1.8421335350860601,4.0375632582903566E9,30547.102389183707,0.00,854469,6.485040983606558,52547,49334,23439,6427,13,1.876442015786278,4.2869323364503865E9,32535.916336144404,0.00,868238,6.575119841876879,50005,50184,24773,7084,3,1.916167483282721,4.645125177759761E9,35177.28402153565,0.02,823784,6.491395070289353,46648,47985,24993,7270,8,1.9438079177961294,4.833786650749553E9,38090.104730737825,-0.05
Wyoming,20968,19066,1902,9.1,20590,18662,1928,9.4,20216,18486,1730,8.6,20158,18396,1762,8.7,14392,4.949105914718019,952,1215,665,73,3,1.9494497936726272,1.7958781239999983E7,6175.646918844561,0.00,14313,5.080937167199148,873,1283,600,61,0,1.9463968761093362,1.7652798909999985E7,6266.52428470003,-0.01,13859,5.045140152894066,769,1236,650,92,0,2.0236621769202765,1.710521377000002E7,6226.87068438297,-0.03,12159,4.977077363896848,579,1137,644,83,0,2.0945558739255015,1.762695564E7,7215.29088825215,-0.12
Yates,13190,12288,902,6.8,13218,12309,909,6.9,13100,12180,920,7,13096,12152,944,7.2,4299,3.890497737556561,221,547,299,38,0,2.139366515837104,6852628.260000007,6201.473538461545,0.00,3679,4.143018018018018,175,453,223,37,0,2.1373873873873874,5579793.909999997,6283.551700450447,-0.14,3893,4.340022296544036,147,533,193,24,0,2.10479375696767,5975521.390000004,6661.673790412491,0.06,3729,4.11135611907387,220,430,219,38,0,2.0826901874310915,7147741.24,7880.6408379272325,-0.04
